id,cluster,text,change
4945,13,wynik dwa kwartal wg. msr,0
4946,13,raport kwartalny sa q,0
4947,13,skonsolidowac raport kwartalny sa qs,0
4948,13,nabycie udzial w radio trefl 103/99 2 femtometr,0
4949,15,wstepne wynik jednostkowy za pierwsze dwa kwartal rok 2001,1
4950,15,nabycie udzial w radio klasyka 103 7 femtometr,1
4951,15,wniosek o wprowadzenie do obrot gieldowy 2.870.845 akcja,1
4952,15,wyjasnienie do informacja prasowy dotyczyc uchwala wza,1
4953,15,informacja o powolanie czlonek rad nadzorczy,1
4954,15,struktura akcjonariat,1
4955,15,uchwala wza,1
4956,13,wzajemny umowa regulowac zasada obrot papier wartosciowy,0
4957,15,nabycie udzial w radio wanda sp. z o. o.,1
4958,15,objecie udzial w centrum handel internetowy,1
4959,15,zwolanie wza,1
4960,15,wynik kwartalne,1
4961,15,raport kwartalny sa q,1
4962,15,skonsolidowac raport kwartalny sa qs,1
4963,15,nabycie udzial w city magazine,1
4964,13,transakcja z podmiot powiazac,0
4965,13,sprzedaz akcja tkp,0
4966,13,wynki finansowy,0
4967,13,raport roczny,0
4968,13,skonsolidowac raport roczny,0
4969,13,termin przekazac raport roczny,0
4970,13,zaniechanie nabycie akcja ams,0
4971,13,zmiana cena i tresci wezwanie na akcja ams,0
4972,13,sprzedaz akcja spolka,0
4973,13,zmiana cena w wezwanie na akcja ams,0
4974,15,oglaszac wezwanie na akcja ams,1
4975,15,transakcja z podmiot powiazac,1
4976,13,skonsolidowac raport kwartalny,0
4977,13,raport kwartalny,0
4978,15,wstepne wynik jednostkowy za cztery kwartal rok 2000,1
4979,15,sprzedaz akcja przez czlonek zarzad,1
4980,13,rusza portal,0
4981,13,termin start portal,0
4982,15,umowy regulowac zasada zbywac akcja,1
4983,15,duzy pakiet akcja,1
4984,13,termin raport okresowy,0
4985,15,raport kwartalny skonsolidowac,1
4986,15,raport kwartalny,1
4987,13,raport polroczny,0
4988,13,raport polroczny skonsolidowac,0
4989,13,wynik finansowy,0
4990,15,akcjonariusz 5 proc.,1
4991,15,uchwala wza,1
4992,15,uchwala wza,1
4993,13,holding sp. z o.o. nabyc akcja kkk femtometr,0
4994,15,sprzedaz akcja przez wiceprezes,1
4995,15,projekt uchwala wza,1
4996,13,porzšdek wza   korekta,0
4997,15,termin i porzšdek obrada nwza,1
4998,15,nazwa portal,1
4999,13,zakup wyszukiwarka altavista,0
5000,13,zmiana wysoko?ci i struktura kapital akcyjny kkkfm,0
5001,15,wyga?niecie list intencyjny,1
5002,13,wynik za pierwsze dwa kwartal 2000 r. ias,0
5003,13,raport kwartalny skonsolidowac,0
5004,13,raport kwartalny,0
5005,15,powolanie czlonek zarzšdu,1
5006,15,wynik fiansowe,1
5007,13,bankers trust company przekroczyc 10 proc. glos na wza,0
5008,13,umowa na dostawa maszyna drukarski,0
5009,15,umowa z porr polski,1
5010,15,podpisac umowy z porr polski,1
5011,13,sprzedaz akcja pracowniczy,0
5012,15,wynik finansowy,1
5013,15,akcja pracowniczy,1
5014,13,uchwala podjac na walny zgromadzenie,0
5015,15,uchwala wza i wladza spolka,1
5016,15,projekt uchwala na wza,1
5017,28,wniesc aport,1
5018,13,rozbudowa uslugi internetowy,0
5019,13,odwolanie czlonek zarzšdu,0
5020,13,dopuscic akcja do obrot gieldowy,0
5021,13,aneks do porozumienie wstepne,0
5022,13,transakcja z podmiot powišzanymi,0
5023,13,wniosek o dopuscic akcja do obrot,0
5024,15,termin i porzšdek obrada zwza,1
5025,15,wniosek o dopuscic do obrot,1
5026,15,raport kwartalny skonsolidowac wedlug ias,1
5027,15,raport kwartalny skonsolidowac,1
5028,13,aport do radio trefl,0
5029,13,objecie udzial w o'le sp. z o.o.,0
5030,13,raport kwartalny,0
5031,15,zatrudnienie doradca,1
