tekst,change,company
informowac,0,3
informowac,1,3
bhv aga notification on change of voting rights,0,3
closing of the share purchase andante option agreement with ing bank n.v.,0,3
informowac,0,3
informowac,0,3
informowac,1,3
signed a new option agreement with ing bank n.v.,1,3
the extension of 3 board members' mandate is registered,1,3
powiadomienie spolki dot. zmiana w ilosci prawic glos,0,3
informowac,0,3
informowac,0,3
wstepne wynik za iv kwartal oraz caly 2008 rok,0,3
  zmiana ilosci prawic glos,0,3
zmiana w ilosci prawic glos,0,3
number of voting rights,0,3
plc. andante the government of croatia signed the,0,3
informowac,0,3
powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0,3
zmiana w ilosci prawic glos,1,3
powiadomienie bhv aga dotyczyc zmiana w ilosci prawic glos,1,3
  liczba prawic glos w spolka,0,3
zmiana w akcja wlasny,1,3
  powiadomienie oman oil budapest limited dotyczyc zmiana w ilosci prawic glos,1,3
  rozwiazanie umowy zakup aktyw i akcja,1,3
powiadomienie omv dotyczyc zmiana w ilosci prawic glos   pelny polskojezyczny wersja,1,3
powiadomienie oman oil budapest limited dotyczyc zmiana w ilosci prawic glos,1,3
powiadomienie bhv aga dotyczyc zmiana w ilosci prawic glos,0,3
powiadomienie omv dotyczyc zmiana w ilosci prawic glos,1,3
zmiana w ilosci prawic glos,1,3
powiadomienie omv dotyczyc zmiana w ilosci prawic glos,0,3
wstepne wynik za iii kwartal 2008 r.,0,3
ilosc prawic glos,1,3
modyfikacja dlugookresowwego rating kredytowy dla spolka,1,3
wstepne wynik za iii kwartal 2008 r.,1,3
sad metropolitalny uchylic uchwala wknf,1,3
sprzedaz akcja przez menadzer,1,3
zmiana w udzial akcja wysoki kadry zarzadzajaca,1,3
dodatkowy roszczenie omv,0,3
powiadomienie bayerische hypo   und vereinsbank aga dotyczyc prawic glos,1,3
rozliczenie transakcja zakup akcja ina zostac zakonczony,1,3
zmiana w ilosci prawic glos,1,3
przetransferowac godziwy wynagrodzenie za akcja ina,1,3
sad rejestrowy zarejestrowac podwyzszenie kapital spolka,1,3
sad rejestrowy zarejestrowac obnizenie kapital o 5 ,1,3
udzial spolka w ina wzrosc do 47 15 ,1,3
sprzedaz akcja przez menadzer,1,3
komisja europejski nalozyc kara na spolka,1,3
ilosc prawic glos w spolka,0,3
sprzedaz akcja przez menadzer,1,3
powiadomienie dotyczyc zmiana w ilosci prawic glos,1,3
dotyczyc zmiana w ilosci prawic glos,0,3
oferta na akcja ina   pelny polskojezyczny wersja komunikat,1,3
sprzedaz akcja przez menadzer,1,3
otrzymac kolejny pozew omv oraz decyzja sad metropolitalny,0,3
wstepne wynik za ii kwartal 2008r. w wersja polski,1,3
  ilosc prawic glos w spolka,1,3
oferta w wysokosc 2.800 hrk za akcja ina zostac zaakceptowac,1,3
zmiana w akcja wlasny,1,3
wstepne wynik za ii kwartal 2008 r.,1,3
odnotowac decyzja omv,1,3
ilosc prawic glos przypisac do akcja,1,3
utworzyc spolka joint venture i cez,0,3
pozywac omv z tytul nieprawdziwy zarzut i znieslawienie,0,3
otrzymac pozew omv oraz termin wyznaczyc przez sad metropolitalny,1,3
zmiana wplyw na spolka,1,3
zamiar ogloszenie oferta publiczny na akcja ina,1,3
transakcja na akcja,1,3
  sprzedaz akcja przez menadzer,1,3
sprzedaz akcja przez menadzer   korekta komunikat,0,3
sprzedaz akcja przez menadzer,0,3
sprzedaz akcja przez menedzer,1,3
oswiadczenie w zakres przestrzegac zasada lad korporacyjny,1,3
zmiana wplyw na spolka,0,3
zakonczyc zakup ngosso permit w kamerunie,0,3
oczekiwany zmiana w akcja wlasny,0,3
plan polaczenie wegierski i rumunski system przesyl gaz,0,3
zakup akcja i&c energia a.s.,0,3
wyplata dywidenda za rok obrotowy 2007,0,3
ilosc prawic glos w spolka,1,3
zakup obligacja kapitalowy przez menadzer,0,3
zakup obligacja kapitalowy przez menadzer,0,3
  zakup obligacja kapitalowy przez menadzer,1,3
zakup obligacja kapitalowy przez menadzer,1,3
odkrycie nowy zloze ropa naftowy i gaz w kazachstanie,1,3
swiatlo dla spolka joint venture i cez,1,3
zmiana personalna i organizacyjny,1,3
sprzedaz akcja przez menadzer,1,3
wstepne wynik za i kwartal 2008r.,0,3
  sprzedaz akcja przez ceo,1,3
ilosc prawic glos,1,3
odkrycie nowy zloze ropa naftowy w rosji efekt dzialanie poszukiwawczy spolka,0,3
raport roczny w wersja polski,0,3
raport podsumowywac za rok finansowy 2007 w wersja polski,0,3
wstepne wynik za i kwartal 2008 r.,0,3
podpisnie umowy z ongc,1,3
ilosc prawic glos w spolka,0,3
uchwala walny zgromadzenie akcjonariusz w wersja polski,0,3
zmiana harmonogram wza na wniosek omv w wersja polski,0,3
raport podsumowywac za rok finansowy 2007,0,3
raport roczny 2007,0,3
uchwala walny zgromadzenie akcjonariusz z 23 kwietni 2008 r.,0,3
dokument na walny zebranie akcjonariusz   wersja polski,0,3
i exxonmobil gotowe do rozpoczecie program poszukiwawczy,1,3
program poszukiwawczy z exxonmobil,1,3
powiadomienie akcjonariusz,0,3
powiadomienie akcjonariusz,1,3
zmiana harmonogram wza na wniosek omv,0,3
dokument na wza,0,3
ilosc prawic glos w spolka,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
harmonogram walny zgromadzenie akcjonariusz,1,3
  zakup akcja wlasny,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
odkrycie nowy zloze gaz i kondensat w pakistanie,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
zmiana wplyw na spolka,1,3
podpisac umowy opcja z ing bank n.v.,1,3
zamkniecie transakcja zakup akcja,0,3
zmiana wplyw na spolka,1,3
wstepne wynik za iv kwartal oraz caly 2007 rok,0,3
ilosc prawic glos w spolka,1,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,0,3
oswiadczenie w sprawa powiadomienie dotyczyc fuzja,0,3
zakup akcja wlasny,0,3
ilosc prawic glos w spolka,1,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
zmiana wplyw na spolka,0,3
  zmiana wplyw na spolka,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
zamkniecie transakcja zakup akcja pomiedzy i cez,0,3
zakup akcja wlasny,0,3
kontynuacja program optymalizacja kapital,0,3
podpisac porozumienie z indyjski spolka ongc,1,3
  ilosc prawic glos w spolka,1,3
strategiczny sojusz pomiedzy cez a,0,3
zmiana wplyw na spolka,1,3
zmiana wspolczynnik w adr ach,1,3
i libijski urzad inwestycyjny (lia) podpisywac memorandum of understanding,1,3
zmiana wplyw na spolka,1,3
rozszerzyc prawic opcja na akcja posiadac przez bnp paribas,0,3
stanowisko w sprawa uchwala wegierski komisja nadzor finansowy   poprawka,1,3
stanowisko w sprawa uchwala wegierski komisja nadzor finansowy,1,3
wstepne wynik za iii kwartal 2007 rok,1,3
nowa inicjatywa,0,3
stanowisko firma odnosnie oswiadczenie omv,0,3
zmiana wplyw na spolka,0,3
zmiana wplyw na spolka,1,3
zakonczyc operacja zakup 100  udzial w italiana energia e servizi,0,3
wstepne wynik za iii kwartal 2007 rok,0,3
podpisac porozumienie,0,3
podpisac porozumienie,0,3
porozumienie w sprawa zakup 40  udzial w nowy przybrzezny blok w kamerunie,0,3
zamkniecie transakcja zakup spolka tifon,1,3
memorandum of understanding z quatar petroleum international,1,3
podpisywac umowa na kredyt odnawialny o wartosc 2 1 miliard euro,1,3
stanowisko odnosnie warunkowy deklaracja intencja omv,0,3
zmiana w posiadanie akcja przez menadzer wysoki szczebel,1,3
zmiana w oplata nie powinny istotnie wplynac na zyskownosc spolka,1,3
zmiana wplyw na spolka,1,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
nowy transgraniczny projekt badawczy mol ina,1,3
zakup akcja wlasny,1,3
memorandum of understanding w zakres sojusz strategiczny,1,3
zakup akcja wlasny,0,3
wstepne wynik za ii kwartal 2007 rok,1,3
zakup akcja wlasny,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
  zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
wstepne wynik za ii kwartal 2006 r.,1,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
spolka kupowac chorwacki siec tifon,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
umowa na zakup 100  udzial w italiana energia e servizi,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
  zakup akcja wlasny,0,3
zakup akcja wlasny,0,3
udany wspolpraca z spolka ina   uzupelnienie,0,3
odkrycie nowe pole gaz ziemny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
odrzucenie warunkowe uklad z omv,0,3
mozliwosci wzrost organiczny i generowac srodki finansowy,0,3
zakup akcja wlasny,0,3
zmiana w akcja wlasny,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
spolka otrzymac koncesja na obrot gaz,1,3
zakup akcja wlasny,1,3
zamiana akcja wlasny,1,3
zakup akcja wlasny,0,3
zamiana akcja wlasny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
nowy posrednik transakcja,1,3
zakup akcja wlasny,1,3
zmiana wplyw na spolka,0,3
sprzedaz akcja przez menadzer spolka,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,0,3
zmiana wplyw na spolka,0,3
kontynuacja wdrazac wlasny strategia,0,3
program optymalizacja struktura kapitalowy spolka,0,3
zmiana wplyw na,0,3
zakup akcja dawac ponad piecioprocentowy wplyw na,1,3
  odkrycie trzeci zrodlo gaz ziemny w region trans tisza,1,3
wstepne wynik za i kwartal 2007 rok,0,3
zmiana wplyw na spolka,1,3
nabycie ponad 5  wplyw na spolka,1,3
sprzedaz akcja przez menadzer spolka,1,3
program rozbudowa rafineria duna,1,3
  zasada lad korporacyjny,0,3
 raport roczny za 2006 rok   uzupelnic wersja polskojezyczny,1,3
  es gazipari nyilvanosan mukodo reszvenvtarsasag raport roczny,1,3
projekt umowy z exxonmobil,0,3
wstepne wynik za i kwartal 2007 r.,1,3
wstepne wynik za i kwartal 2007 r.,1,3
rada dyrektor oglaszac wyplata dywidenda za rok 2006 (poprawka),0,3
rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2006,0,3
sprzedaz akcja przez menadzer spolka,0,3
uchwala roczny zgromadzenie akcjonariusz z 26 kwietni 2007 r.,1,3
raport roczny za 2006 rok,0,3
  es gnmr powolac spolka obrot gaz ziemny,1,3
nabycie 100  udzial w spolka matjushkinskaya vertikal llc,1,3
dokument na wza,1,3
dokument na wza,1,3
zmiana data identyfikacja akcjonariusz przed wza,0,3
harmonogram wza,0,3
wstepne wynik za iv kwartal oraz caly 2006 rok,1,3
zmiana wplyw w tvk,1,3
zmiana wplyw w tvk,1,3
wstepne wynik za iv kwartal oraz za caly rok 2006,1,3
miejsce publikacja wstepny wynik za iv kw. i 2006 r.,1,3
nowa dzialalnosc wpisac do statut spolka,1,3
dostawa ropa naftowy do rafineria zostac wznowic,0,3
  negocjacje w cel zabezpieczenie dostawa ropa naftowy,1,3
nabycie mszksz zrt.,1,3
spolka nabyc 100  udzial w baitex llc,0,3
rozszerzyc prawic opcja na akcja,1,3
wiazacy oferta na 100  udzial w rosyjski aktywa naftowy,1,3
wstepne wynik za iii kwartal 2006 r.,1,3
wynik przetarg na wybudowac strategiczny magazyn gaz,1,3
wapiwsp zamierzac sprzedac 1 73  akcja spolka,1,3
wstepne wynik za iii kwartal 2006 r.,0,3
umowa koncesyjny z republika pakistanu na prace badawczy na dwa obszar roponosny,1,3
podpisac statut spolka,1,3
rosyjski urzad antymonopolowy wyrazic zgoda na nabycie 100  udzial nwog mol,1,3
sprzedaz akcja spolka przez menadzer,0,3
umowa kupna sprzedazy z rosyjski firma nwog,0,3
zmiana w stan posiadanie akcja przez menadzer wysoki szczebel,0,3
zarejestrowac podniesienie kapital,1,3
konsorcjum mol ina podpisac umowa z rzad bosni i hercegowiny,0,3
  decyzja rad dyrektor o podwyzszenie kapital akcyjny,0,3
sprzedaz akcja spolka przez menadzer,0,3
podpisac pierwsza umowa eksploracyjny na teren wegier,0,3
wstepne wynik za ii kwartal 2006 r.,0,3
sprzedaz akcja spolka przez menadzer,1,3
sprzedaz akcja spolka przez menadzer,0,3
sprzedaz akcja spolka przez menadzer,1,3
sprzedaz akcja spolka przez menadzer,1,3
wstepne wynik za ii kwartal 2006 rok,0,3
zakup akcja spolka przez menadzer,1,3
emitent i rossi beteiligungs ltd. wybudowac fabryka komponent biodiesla,0,3
umowa na kredyt odnawialny o wartosc 825 milion euro,0,3
zakup obligacja bezterminowy przez menadzer,0,3
informacja o zmiana wplyw na spolka,0,3
wstepne wynik za i kwartal 2006 r.,1,3
zmiana wplyw na spolka,1,3
realizacja transakcja,1,3
podzial akcja dla zarzad i pracownik (poprawiona wersja),0,3
podzial akcja dla zarzad i pracownik,0,3
  es gazipari rszvenvtarsasag zasada lad korporacyjny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
zlecenie zakup akcja wlasny,1,3
sprzedaz akcja przez menedzer,1,3
wstepne wynik za i kwartal 2006 rok,1,3
wykonanie opcja call na akcja wlasne z ápv rt.,1,3
  es gazipari rszvenvtarsasag dywidenda za 2005 r.,0,3
zlozyc wiazacy oferta na 96 9  udzial w spolka oao udmurtneft,0,3
uchwala roczny zgromadzenie akcjonariusz,1,3
zmiana wplyw na spolka,1,3
zmiana wplyw na spolka,1,3
  es gazipari rszvenvtarsasag sprzedaz akcja wlasny,0,3
wybrana dane finansowy za rok 2005,0,3
  es gazipari rszvenvtarsasag sprzedaz akcja wlasny,0,3
zmiana organizacyjny w,0,3
optymalizacja portfel detaliczny w rumunii,0,3
dokument na walny zgromadzenie akcjonariusz (wersja polska),0,3
sfinalizowac transakcja gazowy mol e.on ruhrgas international,0,3
dokument na walny zgromadzenie akcjonariusz (wersja angielska),0,3
harmonogram zwza oraz warunki udzial oraz wykonanie prawa do glos,1,3
skrocic harmonogram wza spolka,1,3
harmonogram wza spolka wersja angielski,1,3
sprzedaz akcja wlasny,0,3
sprzedaz akcja wlasny,1,3
udany odwiert ropy/gazu w pakistanie,1,3
proponowac transakcja akcja wlasny,1,3
wstepne wynik za iv kwartal oraz caly 2005 rok,0,3
zmiana personalna w,0,3
wstepne wynik za iv kwartal oraz za caly rok 2005,1,3
zmiana wplyw na spolka,0,3
porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja polski,1,3
porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja angielski,1,3
zmiana wplyw na spolka,1,3
mianowac bank of new york jako nastepca bank depozytariusz,0,3
komunikat o zmiana wplyw na spolka,1,3
umowa prawa opcja do akcja wlasny,0,3
oferta publiczny na akcja seria `c`,0,3
porozumienie w sprawa rozszerzyc licencja produkcyjny,0,3
  umowa z wegierski ministerstwo gospodarka i transport,0,3
wstepne wynik za iii kwartal oraz 9 miesiac 2005 r.,1,3
podpisac umowa na opcja na akcja wlasne z apv rt.,1,3
nowe cel strategiczny i finansowy na latac 2006 2010,1,3
nowe cel strategiczny i finansowy na latac 2006 2010,0,3
wstepne wynik za iii kwartal 2005 r.,1,3
sprzedaz akcja spolka przez menadzer,0,3
umowa dot. euroobligacja o wartosc 750 milion euro,0,3
potwierdzenie obsada stanowisko dyrektor zarzadzajacy siec sprzedaz,1,3
zbywac dzialalnosc detaliczny w polsce,1,3
  es gazipari rszvenvtarsasag emitowac euroobligacja,1,3
slovnaft ukarac przez slowacki minister finanse,0,3
zmiana w stan posiadanie akcja przez menadzer wysoki szczebel,0,3
publikacja ocena wiarygodnosc kredytowy,1,3
sad rejestrowy zatwierdzic podwyzszenie kapital spolka,0,3
miec nowe partner w spolka zmb,0,3
wiazacy oferta na 51  udzial w tüpras,1,3
decyzja rad dyrektor spolkio podwyzszenie kapital akcyjny,0,3
obecny stan praca wydobywczy w blok fedorowski,0,3
zbycie akcja przez menedzer,0,3
kanal komunikowac spolka,0,3
wstepne wynik za ii kwartal oraz i polrocze 2005 r.,0,3
nabycie akcja wlasny,0,3
zbycie akcja przez menedzer spolka,1,3
zbycie akcja przez menedzer spolka,1,3
nabycie akcja wlasny,1,3
akceptacja czesciowy sprzedaz dzialalnosc gazowniczy spolka,1,3
nabycie akcja przez menedzer,0,3
zbycie akcja spolka przez menedzer,1,3
sprzedaz akcja spolka przez menedzer,0,3
rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2004,1,3
nabycie akcja wlasny,0,3
rozdzial akcja wsrod zarzad,0,3
umowa na kredyt odnawialny o wartosc 700 milion euro,0,3
raport biezacy (wersja angielska),0,3
nabycie akcja wlasny,0,3
wstepne wynik za i kwartal 2005 rok,0,3
nabycie akcja przez czlonek rn,1,3
zbycie akcja przez dyrektor spolka,0,3
raport roczny za 2004 rok,0,3
nabycie akcja wlasny,0,3
decyzja rad dyrektor o termin wyplat dywidenda,0,3
wstepne wynik za i kwartal 2005 rok,1,3
nabycie akcja wlasny,1,3
nabycie akcja wlasny,1,3
nabycie akcja wlasny,1,3
nabycie akcja wlasny,1,3
nabycie akcja wlasny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
nowy partner w spolka zmb,0,3
  es gazipari rszvenvtarsasag zakup akcja wlasny,1,3
zmiana personalna w slovnafcie,1,3
uchwala walny zgromadzenie akcjonariusz,1,3
raport roczny za 2004 rok,1,3
zakup akcja wlasny,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
  es gazipari rszvenvtarsasag zakup akcja wlasny,0,3
dokument na walny zgromadzenie akcjonariusz,0,3
wiazacy oferta przetargowy na przejecie energopetrolu,0,3
wybrana dane finansowy z raport roczny 2004,1,3
zakup akcja wlasny,1,3
zakup akcja wlasny,1,3
zakup akcja wlasny,0,3
wykup kwit 2005/a w termin platnosc,0,3
zakonczyc przejecie spolka shell romania,0,3
zakup akcja wlasny,0,3
zakup akcja wlasny,1,3
korekta do raport biezacy numer 18/2005,0,3
rada dyrektor spolka zwolywac zwza,0,3
zakup akcja skarbowy,0,3
zakup akcja skarbowy,0,3
zakup akcja skarbowy,0,3
wezwanie do zakup akcja skarbowy,0,3
  es gazipari rszvenvtarsasag zmiana organizacyjny,0,3
zakup akcja skarbowy,0,3
  es ggazipari rszvenvtarsasag sprzedaz akcja skarbowy,0,3
wynik za iv kwartal 2004 rok oraz wstepne wynik za 2004 rok,1,3
wynik za iv kwartal 2004 rok oraz wstepne wynik,1,3
odpis aktualizacyjne w,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos na wza,0,4
zmniejszenie posiadac udzial w ogolny liczba glos ponizej 10  ogolny liczba glos na wza,1,4
informacja o przekroczenie prog 10  ogolny liczba glos na wza,0,4
termin publikacja raport okresowy,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1,4
rezygnacja czlonek zarzad z ubiegac siebie o wybor w nastepna kadencja,0,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0,4
raport okresowy kwartalny skonsolidowac 3/2012 qsr,0,4
  zbycie akcja przez osoba z kierownictwo spolka,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
informacja o przekroczenie prog 10  ogolny liczba glos na wza,0,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1,4
zmniejszenie zatrudnienie,0,4
nabycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,1,4
raport okresowy polroczny za 2012 psr,1,4
  rozpoczecie konsultacja w sprawa zmniejszenie zatrudnienie w spolka,1,4
raport okresowy kwartalny skonsolidowac 2/2012 qsr,1,4
  korekta do raport biezacy numer 22/2012,0,4
akcjonariusz posiadajacy co malo 5  glos na zwz,0,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos ponizej 5 ,1,4
korekta do raport biezacy numer 19/2012  ,0,4
aneks numer 13 do umowy kredytowy z pekao,1,4
projekt uchwala na zwz w dzien 22 czerwiec 2012 r.,1,4
zwolanie zwz,1,4
raport okresowy kwartalny skonsolidowac 1/2012 qsr,1,4
rekomendacja zarzad w sprawa wyplat dwukrotnie wysoki dywidenda,0,4
wykaz informacja przekazac do wiadomosci publiczny w 2011 roku.,0,4
raport okresowy roczny skonsolidowac za 2011 rs,1,4
raport okresowy roczny za 2011 rok,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos ponizej 5 ,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos ponizej 5 ,1,4
wprowadzenie akcja do obrot na gpw,0,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos ponizej 10 ,0,4
raport okresowy kwartalny skonsolidowac 4/2011 qsr,1,4
odpis aktualizacyjne w,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1,4
powolanie nowy czlonek zarzad,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos ponizej 10 ,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos ponizej 10 ,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos ponizej 15 ,1,4
  realizacja plan motywacyjny,1,4
zbycie akcja,0,4
nabycie udzial spolka goldenline sp. z o.o.,0,4
rezygnacja tomasza jozefackiego z uczestnictwo w zarzad,0,4
termin publikacja raport okresowy,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos ponizej 15 ,0,4
spelnienie warunki dla udzielic spolka dostepny transza kredyt,0,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1,4
informacja o zejscie ponizej prog 20  ogolny liczba glos na w zastepstwie,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1,4
  nabycie akcja przez czlonek zarzad,1,4
raport okresowy polroczny za 2011 psr,1,4
raport okresowy kwartalny skonsolidowac 2/2011 qsr,0,4
rejestracja zmiana w statut spolka i ustalenie tekst jednolity statut,0,4
  uzupelnienie informacja do aneks,1,4
akcjonariuszej 5  glos na zwz 22 czerwiec 2011 rok,0,4
uchwala o wyplat dywidenda podjac przez zwz,0,4
uchwala podjac przez zwz 22 czerwiec 2011 r.,0,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,1,4
zawiadomienie w tryb ustawa o obrot instrument finansowy,1,4
projekt uchwala zwz,0,4
ogloszenie o zwolanie zwz,0,4
aneks numer 12 do umowy kredytowy z pekao,1,4
raport okresowy kwartalny skonsolidowac 1/2011 qsr,1,4
  wykaz informacja przekazac w 2010 roku.,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo byc czlonek zarzad spolka,0,4
raport okresowy roczny za 2010 rok,1,4
raport okresowy roczny skonsolidowac za 2010 rs,1,4
wybor podmiot uprawniony do badanie sprawozdanie finansowy,1,4
raport okresowy kwartalny skonsolidowac 4/2010 qsr,0,4
zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1,4
asymilacja akcja przez kdpw,0,4
  zejscie ponizej 15 proc. glos,0,4
zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos,0,4
informacja o przekroczenie prog 15  ogolny liczba glos na wza,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
termin publikacja raport okresowy,1,4
raport okresowy kwartalny skonsolidowac 3/2010 qsr,0,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
informacja o zejscie ponizej prog 25  ogolny liczba glos na wza,1,4
informacja o zmniejszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,0,4
aneks numer 11 do umowy kredytowy z pekao,0,4
podpisac ostateczny umowy dotyczyc nabycie akcja centrum filmowy helios,0,4
raport okresowy polroczny za 2010 psr,1,4
raport okresowy kwartalny skonsolidowac 2/2010 qsr,0,4
uzupelnienie rb numer 34/2010 z dzien 23 lipiec 2010 r.,0,4
powolanie sklad rad nadzorczy,0,4
rejestracja zmiana w statut spolka i ustalenie tekst jednolity statut,0,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
wprowadzenie akcja do obrot na gpw,1,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1,4
akcjonariusz   5  glos na zwza,1,4
uchwala powziac przez zwza,1,4
projekt uchwala dot. sprawa wprowadzic do porzadek obrada zwz,0,4
zbycie akcja przez osoba z kierownictwo,1,4
zbycie akcja przez osoba z kierownictwo,1,4
projekt uchwala zwz,0,4
ogloszenie o zwolanie zwz,0,4
informacja o zawarcie umowy,0,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,0,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,0,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
raport okresowy kwartalny skonsolidowac 1/2010 qsr,0,4
rekomendacja zarzad w sprawa wyplat dywidenda,0,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0,4
zbycie akcja przez osoba z kierownictwo,0,4
zbycie akcja przez czlonek rad nadzorczy,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0,4
raport okresowy roczny skonsolidowac za 2009 rs,1,4
raport okresowy roczny za 2009 rok,1,4
informacja dodatkowy do komunikat biezacy numer 6/2010,0,4
aneks numer 10 do umowy kredytowy,0,4
raport okresowy qsr,1,4
asymilacja akcja przez kdpw,0,4
zbycie akcja przez osoba z kierownictwo byc czlonek zarzad spolka,1,4
zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad spolka,0,4
realizacja plan motywacyjny,0,4
zwiekszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,0,4
rejestracja zmiana w statut spolka,0,4
umorzyc akcja wlasny i obnizenie kapital zakladowy,0,4
termin publikacja raport okresowy,1,4
raport okresowy qsr,0,4
zbycie akcja przez osoba z kierownictwo spolka,0,4
wypowiedzenie umowy depozytowy i zamiar zakonczenie program gdr ow,1,4
informacja o przekroczenie prog 25  w ogolny liczba glos,1,4
zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,1,4
zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,0,4
zbycie akcja spolka,0,4
zwiekszenie posiadac udzial w ogolny liczba glos o duzo niz 2 ,1,4
realizacja program wykup akcja wlasny,1,4
