tekst,change,company
anwil nabyc obligacja wyemitowac przez,0,1
zawarcie umowy przez mazeikiu nafta z gt trading oy,0,1
zawarcie kontrakt przez deutschland z deutsche biskup,0,1
przeniesienie wlasnosc akcja spolka,1,1
podpisac z lukoil warsaw sp. z o.o. umowy na sprzedaz paliwo,1,1
anwil zbyc udzial w agro   azot ii wloclawek spolka z o.o.,1,1
objecie akcja w spolka transport,0,1
zawarcie umowy przez petrocentrum z petrotank,0,1
podpisac z petrocentrum umowa na sprzedaz paliwo,1,1
umowa na kupno i sprzedaz paliwo z j&s energy,1,1
podpisac z europejski bank inwestycyjny umowa kredytowy,0,1
podpisac z biskup polski umowy na sprzedaz paliwo,0,1
umowa na sprzedaz paliwo z shell polski,0,1
zawrzec z gmina plock umowa darowizna akcja spolka wisla plock,0,1
zwolanie nwz na dzien 7 luty 2008 r.,0,1
umowa z anwim na sprzedaz paliwo,0,1
rafineria nafta jedlicze zbyc udzial w spolka raf remat,1,1
rezygnacja jerzego woznicki z funkcja czlonek rad nadzorczy,1,1
strategia na latac 2007 2012,0,1
dane finansowy za 3. kwartal 2007 r.,0,1
podpisac umowy pomiedzy unipetrol a.s. oraz deza,1,1
ogloszenie upadlosc spolka transport krakow sp. z o.o.,1,1
ab mazeikiu nafta nabyc udzial w uab mazeikiu nafta health care centre,1,1
iks solino ponownie nabyc obligacja,1,1
zmiana data publikacja raport okresowy za trzeci kwartal 2007 rok,1,1
umowa sprzedaz udzial w spolka petromor sp. z o.o.,1,1
termin przekazywac raport okresowy w 2008 rok,0,1
iks solino nabyc obligacja wyemitowac przez,1,1
nabycie obligacja przez za anwil,1,1
wybor podmiot uprawniony do badanie sprawozdanie finansowy,0,1
waldemar maj zostac powolany na stanowisko wiceprezes zarzad,0,1
raport okresowy qsr,0,1
zlozenie wniosek o ogloszenie upadlosc spolka transport krakow sp. z o.o.,0,1
zmiana w zarzad,1,1
umowa sprzedaz udzial w spolka poilen sp. z o.o. w likwidacja,1,1
unipetrol a.s. sprzedac akcja spolka kaucuk,1,1
umowa z kd petrotrade fze na dostawa ropa rurociag przyjazn,1,1
zarzad rafineria trzebinia podjac decyzja o wznowienie produkcja,0,1
unipetrol a.s. nabyc udzial w spolka butadien kralupy a.s.,1,1
powolanie janusza zielinskiego do rad nadzorczy,0,1
podpisac z exatel umowa sprzedaz udzial w spolka nom,0,1
otwarcie postepowanie likwidacyjny etylobenzen plock sp. z o.o.,0,1
projekcja wskaznik dzwignia finansowy kapitalowy na latac 2007 2012,0,1
moody's przyznac rating baa3 oraz tymczasowy rating baa3 dla planowac euroobligacja,0,1
zakupic szwedzki spolka aktiebolaget grundstenen 108770,1,1
unipetrol a.s. zakupic spolka gara estates s.r.o.,0,1
planowac wysokosc wydatek inwestycyjny na latac 2007 2012,0,1
korekta techniczny raport biezacy numer 33/2007 z dzien 4 czerwiec 2007,0,1
lista akcjonariusz posiadajacych  5  ogolny liczba glos na zwz,0,1
  strategia integracja spolka z mazeikiu nafta,0,1
rezygnacja wieslawa rozluckiego z ubiegac siebie o wybor do rn w nastepna kadencja,0,1
powolanie rad nadzorczy na nowa kadencja,0,1
tresc uchwala podjac przez zwz 31 maja 2007 r.,0,1
zaktualizowac oswiadczenie wobec zasada lad korporacyjny,0,1
kandydat do rad nadzorczy,0,1
rezygnacja wieslawa rozluckiego z ubiegac siebie o wybor do rn w nastepna kadencja,0,1
ocena sytuacja przedstawic przez rada nadzorczy,1,1
rafineria nafta jedlicze zbyc udzial w ran petromex sp. z o.o.,0,1
dane finansowy za 1 kwartal 2007 r. wedlug segment dzialalnosc,1,1
raport okresowy qsr,1,1
kaucuk a.s. nabyc udzial w spolka butadien kralupy a.s.,1,1
projekt uchwala na zwz zwolac na dzien 31 maja 2007 rok,0,1
zwolanie zwz na 31 maja 2007 r.,1,1
nabycie udzial spolka etylobenzen plock sp. z o.o.,1,1
skonsolidowac raport roczny,1,1
raport roczny,1,1
wykaz informacja przekazac przez do publiczny wiadomosci w 2006 r.,1,1
podpisac umowy przez deutschland z shell deutschland oil,1,1
zmiana w sklad zarzad,0,1
podwyzszenie kapital plocki park przemyslowo technologicznego,0,1
komentarz do dany finansowy,1,1
szacunek poziom zobowiazanie spolka na koniec 2006 rok,0,1
bank of new york zmniejszyc swoj udzial w ogolny liczba glos spolka,0,1
podpisac umowy zakup akcja kaucuk miedzy unipetrol oraz firma chemiczny dwor,1,1
akceptacja warunki umowy na sprzedaz akcja kaucuk a.s.,1,1
zawarcie kontrakt przez deutschland z deutsche biskup,1,1
umowa na sprzedaz etylobenzenu  butadien i frakcja c4,0,1
zmiana w sklad zarzad,0,1
podpisac umowa z petraco oil company ltd na dostawa ropa naftowy,0,1
doreczyc spolka decyzja prezes uokik,1,1
koniec zapis na sprzedaz akcja mazeikiu nafta,1,1
prawo wylacznosc zaopatrywac mazeikiu nafta w ropa naftowy,1,1
trminy przekazywac raport okresowy w 2007 r.,1,1
o czasowy wstrzymanie produkcja i sprzedaz biopaliwo on bio,1,1
zawarcie umowic przez petrocentrum z petrotank,0,1
zniesienie przez sad amerykanski termin rozprawa w sprawa pismo procesowy,0,1
zawarcie kontrakt z shell polski sp. z o.o.,0,1
zawarcie kontrakt z biskup polski sp. z o.o.,0,1
zlozenie pismo procesowy przez syndyk yukos oil company,0,1
deutchland aga pozyskac zgoda korporacyjny na zakup stacja benzynowy,1,1
fitch ratings obnizyc ocena kredytowy,1,1
zostac wlasciciel akcja spolka ab mazeikiu nafta,0,1
zmiana w sklad zarzad spolka ab mazeikiu nafta,0,1
zlozenie zlecenie zaplata za akcja spolka ab mazeikiu nafta,0,1
otrzymac odpis pozew zlozony przez agrofert holding a.s.,0,1
sprzedaz udzial spolka nerapharm przez spolana a.s.,1,1
akcjonariusz 5  ogolny liczba glos na nwz w dzien 30.11.2006,0,1
informacja na temat przebieg proces dot. nabycie akcja spolka ab mazeikiu nafta,1,1
zmiana w sklad rad nadzorczy,1,1
uchwala podjac przez nwz w dzien 30 listopad 2006 rok,1,1
podpisac umowic kredytowy umozliwiac realizacja akwizycja ab mazeikiu nafta,0,1
polski koncern naftowy program emisja obligacja,1,1
rada nadzorczy przyjac jednolity tekst statut,1,1
nabycie udzial spolka holding malta limited i insurance ltd,0,1
nabycie akcja spolana a.s. przez zaklady azotowy anwil,1,1
maciej mataczynski zlozyc rezygnacja z funkcja przewodniczacy rn,0,1
dane finansowy za 3 kwartal i trzy kwartal 2006r.,0,1
raport okresowy qsr,0,1
projekt uchwala na nwz na dzien 30 listopad 2006 roku.,0,1
uzyskac zgoda ke na nabycie kontrolny pakiet akcja w ab mazeikiu nafta,1,1
korekta dot. porzadek obrada nwz zwolac na dzien 30 listopad 2006 r.,1,1
zwolanie nwz na dzien 30 listopad 2006 r.,1,1
umowa zakup akcja spolana a.s. miedzy unipetrol a.s. oraz za anwil,1,1
akceptacja warunki umowy na sprzedaz spolana a.s.,1,1
uruchomic po postoj instalacja hydrokrakingu w zaklad produkcyjny,1,1
pan piotr kownacki zostac powolany na wiceprezes zarzad,0,1
postoj instalacja hydrokrakingu w zaklad produkcyjny,0,1
wstepne wybrana dane operacyjny i finansowy za okres lipiec   sierpien,0,1
wstepne wybrana dane operacyjny i finansowy za okres lipiec   sierpien,0,1
podwyzszenie kapital zakladowy eko sp. z o.o.,0,1
otrzymac zgoda urzad antymonopolowych ukraina oraz usa w proces zakup akcja mazeikiu nafta,0,1
korekta techniczny zmiana nie miec wplyw na wynik i wynik segment,1,1
zmiana data publikacja raport okresowy za trzeci kwartal 2006 rok,1,1
nabycie udzial spolka petrogaz wroclaw przez gaz,1,1
zmiana w sklad rn,0,1
nabycie udzial spolka ksiegowosc sp. z o.o.,0,1
podwyzszenie kapital zakladowy plocki park przemyslowo   technologiczny,0,1
dane finansowy za 2. kwartal i dwa kwartal 2006 r.,1,1
raport okresowy qsr,1,1
uzupelnienie raport biezacy numer 33/2006,0,1
zbycie udzial w zaklad budowa aparatura,1,1
wstepne wybrana dane operacyjny i finansowy,0,1
rezygnacja dariusza dabski z funkcja przewodniczacy rn,0,1
ocena sytuacja spolka przedstawic przez rada nadzorczy,0,1
podpisac umowic dotyczyc sprzedaz akcja,1,1
przejscie prawa wlasnosc udzial w awsa holland ii b.v.,1,1
projekt uchwala na zwz spolka zwolac na dzien 27 czerwiec 2006 rok,1,1
podpisac umowy na dostawa kwas tereftalowego do sk eurochem,1,1
zawarcie umowic nabycie akcja mazeikiu nafta,0,1
the bank of new york zmniejszyc swoj udzial w ogolny liczba glos,0,1
raport okresowy qsr,1,1
dane finansowy za 1 kwartal 2006 r.,1,1
wykaz informacja przekazac do publiczny wiadomosci w 2005 r.,1,1
uchwala walny zgromadzenie polkomtel w sprawa dywidenda,0,1
otrzymac odpis drugie pozew od sad arbitrazowy o zaplata kary umowny,0,1
nabycie udzial spolka upstream sp. z o.o.,1,1
umowa na dostawa kwas tereftalowego do mitsubishi chemical corporation,0,1
nabycie udzial spolka administracja sp. z o.o.,1,1
zmiana data publikacja raport okresowy,0,1
sprzedaz udzial w spolka samrelaks machocice,0,1
zmiana w sklad zarzad,0,1
zakup udzial w spolka petrozachod sp. z o.o.,0,1
podwyzszenie kapital zakladowy plocki park przemyslowo   technologiczny,1,1
akceptacja oferta i warunkowe zbycie akcja polkomtel,0,1
podpisac umowy przez deutschland z shell deutschland oil,1,1
podwyzszenie kapital plocki park przemyslowo   technologiczny,1,1
podpisac przyrzec umowy sprzedaz udzial awsa holland ii b.v.,1,1
podjecie decyzja o odstapic przez spolka od umowic z agrofert holding a.s.,0,1
akcjonariusz posiadajacy 5  ogolny liczba glos na nwz,0,1
zmiana w sklad rad nadzorczy,0,1
tresc uchwala podjac przez nwz 31 styczen 2006 rok,0,1
otrzymac odpis pozew od sad arbitrazowy o zaplata kary umowny,1,1
zawarcie kontrakt przez deutschland z deutsche biskup,1,1
projekt uchwala na nwz,0,1
aktualizacja strategia 2006 2009,1,1
termin przekazywac raport okresowy w 2006 rok,0,1
zwolanie nwz na dzien 31 styczen 2006 rok,1,1
zawarcie umowy kredyt wielowalutowych,0,1
zmiana w sklad zarzad,0,1
obnizenie kapital zakladowy spolka medica,1,1
sad apelacyjny uniewaznic uchwala nwz  dot. powolanie na przewodniczacy rn,0,1
wybor czlonek rad nadzorczy,0,1
nabycie udzial spolka raf lab przez laboratorium,0,1
rezygnacja m.stepniewskiego z funkcja czlonek rad nadzorczy,0,1
raport okresowy qsr,1,1
wplyw wycena zapas metoda lifo na wynik finansowy,1,1
akcjonariusz na nwz posiadajacy co malo 5  glos,1,1
akcjonariusz na nwz posiadajacy co malo 5  glos,1,1
korekta raport biezacy numer 67/2005,1,1
strategia integracja z spolka unipetrol a.s.,0,1
zakonczenie proces przyjmowac zapis na sprzedaz akcja,0,1
wybor czlonek rad nadzorczy,0,1
tresc uchwala podjac przez nwz 14 pazdziernik 2005 r.,0,1
rada nadzorczy przyjac tekst jednolity statut spolka,0,1
zawarcie umowy na dostawa ropa do unipetrol rafineria,0,1
skonsolidowac raport polroczny,0,1
podwyzszenie kapital zakladowy spolka zalezny,0,1
rezygnacja pan piotra osiecki z funkcja czlonek rad nadzorczy,1,1
zgoda na ogloszenie obowiazkowy wezwanie na akcja,0,1
uzupelnienie wniosek dotyczyc wezwanie na akcja,0,1
umowa pozyczka,0,1
wplyw wycena zapas metoda lifo na wynik finansowy,0,1
wstepne skrocic skonsolidowac sprawozdanie finansowy za okres 2 kwartal 2005 r.,0,1
zmiana termin skonsolidowac raport finansowy za 2 kwartal 2005r.,1,1
publikacja jednostkowy wynik finansowy przez koncern unipetrol,1,1
utrata mozliwosci wykonywac prawa glos,0,1
odrzucenie wniosek o zgoda na ogloszenie obowiazkowy wezwanie,0,1
zmiana w sklad zarzad,0,1
akcjonariusz po zwz posiadajacy co malo 5  glos,0,1
wybor wiceprzewodniczacy rad nadzorczy,1,1
zbycie udzial spolka zawiatj swinoujscie sp. z o.o.,0,1
powolanie zarzad na nowa kadencja,0,1
wygasniecie mandat czlonek zarzad spolka,0,1
oswiadczenie wobec zasada lad korporacyjny,0,1
tresc uchwala podjac przez zwz,0,1
zmiana w sklad rad nadzorczy,0,1
gwarancja udzielic przez spolka,0,1
oddalenie powodztwo przez sad okregowy,1,1
fmr copr. i fidelity international w posiadanie 21 436 944 sztuk akcja,0,1
zwolanie zwz,0,1
nabycie akcja unipetrol a.s.,1,1
zbycie udzial spolka zespol wypoczynkowy mazowsze,0,1
wplyw wycena zapas metoda lifo na wynik za i kwartal 2005,0,1
raport okresowy qsr 1/2005,0,1
skorygowac sprawozdanie finansowy za rok 2004 wedlug mssf,1,1
raport okresowy sa rs,1,1
raport okresowy sa r,1,1
dotyczyc zbycie udzial w spolka nom sp. z o.o.,1,1
sprawozdanie finansowy za rok 2004 wedlug mssf,0,1
warunki zawieszac zastrzec w umowa nabycie akcja unipetrol a.s.,0,1
zbycie udzial w 2 spolka serwisowy,1,1
zbycie udzial spolka dom wczasowy `mazowsze` sp. z o.o.,1,1
korekta raport okresowy w postac jednostkowy raport roczny,1,1
rezygnacja czlonek rad nadzorczy spolka,1,1
liczba akcja w posiadanie commercial union ofe bph cu wbk,1,1
strategia siec detaliczny,1,1
wplyw wycena zapas metoda lifo na wynik finansowy,1,1
sprawozdanie finansowy za 4 kwartal 2004 rok wedlug mssf,1,1
zmiana w kapital zakladowy spolka rafineria trzebinia,1,1
termin przekazywac raport okresowy w rok 2005,0,1
aktualny oswiadczenie wobec zasada lad korporacyjny,1,1
wybor biegly rewident,1,1
wstrzymanie dostawa ropa przez petroval,1,1
zawarcie umowy na dostawa benzyna do piroliza,0,1
zawarcie kontrakt przez deutschland,0,1
transakcja z podmiot powiazac 500.000 euro,0,1
lista akcjonariusz posiadajacy co malo 5 proc. glos,0,1
transakcja z podmiot powiazac powyzej 500 000 euro,1,1
transakcja z podmiot powiazac powyzej 500 000 euro,1,1
polaczenie zaklad urzadzenie dystrybucyjny z spolka serwisowy,1,1
zawarcie kontrakt przez deutschland aga,1,1
zawarcie kontrakt z petrocentrum sp. z o.o.,1,1
zawarcie kontrakt z shell polski spolka z o.o.,1,1
zawarcie kontrakt z biskup polski spolka z o.o.,1,1
tresc uchwala podjac na nwz,0,1
transakcja z podmiot powiazac powyzej 500 000 euro,0,1
transakcja z podmiot powiazac powyzej 500 000 euro,0,1
projekt uchwala na nwz zwolac na 30 grudzien 2004 r.,1,1
projekt uchwala nwz zwolac na 30 grudzien 2004 r.,1,1
zwolanie nwz na dzien 30 grudzien 2004 rok,0,1
sprawozdanie finansowy za 3 kwartal 2004 rok wedlug mssf,1,1
wplyw wycena zapas metoda lifo,1,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,1,1
kulczyk holding w posiadanie 20 443 377 akcja orlen  co stanowic 4 78  ogolny liczba glos na w zastepstwie,1,1
zmiana w sklad zarzad,0,1
spelnienie warunek w umowa nabycie akcja spolka unipetrol a.s.,1,1
podwyzszenie kapital zakladowy spolka zalezny,0,1
postanowienie sad w sprawa pozew o stwierdzenie niewaznosc uchwala nwz,1,1
postanowienie sad w sprawa pozew,1,1
zmiana w sklad zarzad,0,1
rada nadzorczy przyjac tekst jednolity statut,1,1
podwyzszenie kapital zakladowy spolka oil,1,1
lista akcjonariusz po nwz 5 sierpien 2004 rok,0,1
zmiana w sklad zarzad,0,1
raport kwartalny wedlug mssf,0,1
wplyw wycena zapas metoda lifo na wynik finansowy,0,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,0,1
pozew o stwierdzenie niewaznosc uchwala nwz spolka,0,1
uchwala podjac na nwz w dzien 5 sierpien 2004 rok,1,1
rezygnacja czlonek rn,1,1
stanowisko rad nadzorczy,0,1
gwarancja udzielic przez spolka,0,1
zmiana w sklad zarzad i rad nadzorczy,1,1
sprzedaz udzial w spolka flexpol sp. z o.o.,0,1
zgoda uokik na zbycie przez udzial flexpol sp. z o.o.,1,1
pozew o stwierdzenie niewaznosc uchwala zwz,0,1
zarejestrowac spolka plocki park przemyslowo  technologiczny,0,1
termin i projekt uchwala na nwz spolka,1,1
podwyzszenie kapital zakladowy spolka fp naftowax,0,1
lista akcjonariusz po zwz 24 czerwiec 2004 rok,1,1
zwolanie nwz na 5 sierpien 2004 rok,1,1
sprzedaz wydzial olejowy,0,1
nabycie udzial w morena,1,1
komunikat z posiedzenie rad nadzorczy,0,1
tresc uchwala podjac na zwz 24.06.2004 i 28.06.2004,0,1
tresc uchwala podjac na zwz,0,1
oswiadczenie w sprawa wdrozenie zasada lad korporacyjny oswiadczenie,0,1
przerwa w obrada zwz,0,1
zmiana w sklad rad nadzorczy,0,1
zmiana w sklad rad nadzorczy,0,1
umowa z fundusz majatek narodowy republika czeski,1,1
zakonczenie przygotowanie do umowic prywatyzacyjny unipetrolu,1,1
projekt uchwala na zwz zwolac na dzien 24 czerwiec 2004 roku.,1,1
sprawozdanie finansowy za 1 kwartal 2004 rok wedlug msr,0,1
wplyw wycena zapas metoda lifo na wynik finansowy spolka,0,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,0,1
sprawozdanie finansowy za 1 kwartal 2004 rok wedlug msr,0,1
wplyw wycena zapas metoda lifo na wynik finansowy spolka,0,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,0,1
oswiadczenie,0,1
sprawozdanie finansowy za 1 kwartal 2004 rok wedlug msr,0,1
wplyw wycena zapas metoda lifo na wynik finansowy spolka,0,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,0,1
podwyzszenie kapital spolka deutschland immobilien,1,1
sprawozdanie finansowy za 1 kwartal 2004 rok wedlug msr,0,1
wplyw wycena zapas metoda lifo na wynik finansowy spolka,0,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,0,1
oswiadczenie,1,1
sprzedaz udzial spolka polimer sp. z o.o.,0,1
sprzedaz udzial spolka serwis lodz sp. z o.o.,1,1
decyzja rzad czeski   wygrac unipetrol,1,1
dotyczyc decyzja rzad czeski,1,1
podwyzszenie kapital cpn marine service,1,1
oferta nabycie akcja w kapital zakladowy unipetrol,1,1
korekta raport numer 25/2004,0,1
sprzedaz udzial w spolka flexpol,0,1
korekta tresci raport roczny za rok 2003,0,1
lista akcjonariusz 5 proc. glos na nwz,0,1
sprawozdanie finansowy za rok 2003 wedlug mssf,0,1
skonsolidowac raport roczny sa rs,1,1
oferta na snp petrom,0,1
zmiana w sklad rad nadzorczy,0,1
tresc uchwala podjac na nwz 8 kwietni 2004 rok,0,1
zmiana w sklad rad nadzorczy,0,1
zmiana w sklad rad nadzorczy,1,1
raport roczny sa r,1,1
projekt uchwala na nwz 8 kwietni 2004 r.,1,1
korekta raport biezacy numer 13/2004 z dzien 9 marzec 2004 r.,1,1
zwolanie nwz na dzien 8 kwietni 2004 rok,1,1
zmiana w sklad rad nadzorczy,1,1
sprawozdanie finansowy za 4 kwartal 2003 rok wedlug mssf,0,1
wplyw wycena zapas metoda lifo na wynik finansowy,0,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,0,1
gwarancja udzielic spolka,0,1
gwarancja udzielic przez spolka,1,1
wstepny szacunek wynik finansowy za 4 kwartal 2003 r.,0,1
oferta nabycie 62 99  akcja unipetrol a.s.,0,1
umowy z spolka basell polyolefins sp. z o.o.,0,1
porozumienie z conocophillips centrala andante eastern,0,1
nabycie obligacja spolka przez powiernik,0,1
kontrakty na dostawa benzyna i olej napedowy,0,1
sprzedaz udzial spolka transport poznanie sp. z o.o.,1,1
sprzedaz udzial spolka wodkan,1,1
liczba akcja w posiadanie the bank of new york,0,1
transakcja finansowac,1,1
splata pozyczka przez polkomtel,0,1
list intencyjny o wspolpraca,0,1
nabycie przez powiernik obligacja wyemitowac,1,1
zbycie przez wiceprezes zarzad akcja spolka,1,1
wprowadzenie do obrot akcja seria d,1,1
wniosek o wprowadzenie akcja seria d do obrot,0,1
uchwala kdpw o przyjecie do kdpw akcja seria d,0,1
rejestracja podwyzszenie kapital zakladowy,0,1
wstepna oferta w sprawa snp petrom,0,1
spolka i pgnig podpisac list intencyjny,1,1
zawarcie porozumienie z mol,1,1
podpisac umowy z agrofert holding a.s.,1,1
zgloszenie do udzial w przetarg na unipetrol as,1,1
zgloszenie do przetarg,1,1
sprawozdanie finansowy za 3 kwartal 2003 rok wedlug mssf,0,1
wplyw wycena zapas metoda lifo na wynik finansowy spolka,0,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,0,1
liczba akcja w posiadanie the bank of new york,0,1
podpisac aneks do umowy z j&s service &,0,1
zmiana termin skonsolidowac raport kwartalne,1,1
zbycie udzial w spolka transport warszawa sp.,0,1
zawarcie umowy przez basell polyolefins sp. z o.o.,0,1
termin przekazywac raport okresowy w rok 2004,0,1
zgloszenie o podwyzszenie kapital zakladowy,1,1
zatwierdzenie kierunek strategia rozwoj,1,1
skonsolidowac raport polroczny sa psr,0,1
raport polroczny wedlug mssf,0,1
zlozenie list intencyjny,0,1
liczba akcja w posiadanie the bank of new york,0,1
sprzedaz udzial 4 spolka serwisowy,1,1
program zarzadzanie wartosc firma,1,1
oferta nabycie obligacja seria a zamienny na akcja,1,1
sprawozdanie finansowy za 2 kwartal 2003 r. wedlug mssf,1,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,1,1
liczba akcja w posiadanie the bank of new york,1,1
umowa kredyt,1,1
gwarancja udzielic przez,1,1
rejestracja przez sad zmiana w struktura bitrex sp. z,1,1
wygasniecie umowy konsorcjum,1,1
zakonczenie zbycie przez nafta polski trzeci,1,1
decyzja nafta polski,0,1
decyzja sad najwyzszy,0,1
cu ofe w posiadanie 21 533 539 szt. akcja spolka,0,1
sprzedaz udzial w spolka serwis gdansk sp. z o.o,0,1
przewlaszczenie udzial spolka petrotank,1,1
oswiadczenie dotyczyc zasada lad korporacyjny,1,1
sprzedaz udzial spolka energorem sp. z o.o.,1,1
koncesja na obrot gaz ziemny z zagranica,0,1
tresc uchwala podjac przez zwz,0,1
kompleksowy program redukcja koszt operacyjny,1,1
sprzedaz udzial 3 spolka serwisowy,1,1
umowa rafineria trzebinia z at agrar   technik,0,1
zakup udzial w spolka zalezny polimex cekop,1,1
projekt uchwala na w zastepstwie w dzien 24 czerwiec 2003r.,0,1
umowa sprzedaz majatek zaklad asfalt,0,1
zwolanie zwz na dzien 24 czerwiec 2003 rok,0,1
podwyzszenie kapital zakladowy basell,0,1
uchwala rad nadzorczy spolka,1,1
zamiar emisja obligacja,1,1
zamiar emisja obligacja,1,1
wybor biegly rewident,0,1
wyrok sad najwyzszy,1,1
transakcja z podmiot powiazac,1,1
sprawozdanie finansowy za i kw. wedlug mssf,1,1
wplyw wycena zapas metoda lifo na wynik finansowy za i kw.,1,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,1,1
koncesja na obrot paliwo gazowy,1,1
wykaz akcjonariusz po nwz w dzien 17 kwietni 2003,0,1
zmiana w sklad rad nadzorczy,0,1
tresc uchwala podjac przez nwz,0,1
sprawozdanie finansowy za rok 2002 wedlug mssf,0,1
skonsolidowac raport roczny sa rs,0,1
decyzja o zamiar wniesc aktyw logistyczny,0,1
podpisac list intencyjny,1,1
korekta projekt uchwala nwz,0,1
objecie udzial w spolka laboratorium sp. z o.o.,1,1
raport roczny sa r,0,1
zmiana w sklad rad nadzorczy,0,1
zwolanie nwz na dzien 17 kwietni 2003 rok,0,1
podwyzszenie kapital transport olsztyn sp. z,1,1
liczba akcja w posiadanie the bank of new york,1,1
sprawozdanie finansowy za iv kw. 2002 r. wedlug mssf,1,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,1,1
gwarancja udzielic przez spolka,1,1
pakiet polnocny,1,1
wykon postanowienie umowy o utworzyc joint venture,1,1
joint venture z basell europe holdings b.v.,1,1
rezygnacja czlonek rn,0,1
zmiana termin skolidowanego sprawozdanie finansowy,1,1
decyzja urzad ochrona konkurencja i konsument,0,1
podwyzszenie kapital zakladowy transport,1,1
polaczenie z petromotem,1,1
zmiana umowy z basell europe holdings b.v.,1,1
spelnienie siebie warunek zawrzec w kontrakt,0,1
podwyzszenie kapital zakladowy ts,0,1
korekta raport numer 1/2003,0,1
zawarcie kontrakt na dostawa benzyna i olej,0,1
umowa z tankpol sp. z o.o.,0,1
zasada lad korporacyjny,0,1
objecie udzial w spolka poliolefina polski sp. z o.o.,0,1
podpisac umowy rozporzadzac udzial awsa,1,1
pakiet polnocny,1,1
zakup udzial dwa niemiecki spolka,1,1
liczba akcja w posiadanie the bank of new york,0,1
podwyzszenie kapital zakladowy spolka zespol,1,1
umowa z orbis i kulczyk holding,1,1
sprawozdanie finansowy wedlug mssf,0,1
rozszerzyc skonsolidowac raport kwartalny,0,1
warunkowy zgoda dla rotch energy limited i,0,1
termin przekazywac raport okresowy w rok 2003,0,1
sprzedaz akcja spolka lg petro bank,1,1
kulczyk holding i orbis podpisac aneks do umowic,0,1
wybor biegly rewident,0,1
podpisac umowic handlowy,0,1
podwyzszenie kapital zakladowy spolka,0,1
podwyzszenie kapital zakladowy spolka zawitac,0,1
podwyzszenie kapital zakladowy spolka samrelaks,0,1
zmiana termin uzgodnienie umowic handlowy,0,1
zarejestrowac podwyzszenie kapital ship service,0,1
list intencyjny z agrofert holding a.s.,0,1
umowa o utworzyc spolka joint venture przez basell i,1,1
porozumienie z rotch energy limited,1,1
zaproszenie od rotch energy,1,1
umowa z nordea bank sweden ab,1,1
list intencyjny i orbis,1,1
chec pozyskanie pakiet akcja rg,0,1
deklaracja,1,1
skonsolidowac raport polroczny sa psr,1,1
akcjonariusz 5 proc.,0,1
tresc uchwala podjac przez nwz w dzien 30 sierpien 2002 rok,0,1
oferta nabycie obligacja seria a zamienny na akcja seria d,1,1
korekta projekt uchwala nwz,0,1
ssprawozdanie finansowy za 2 kwartal 2002 rok wedlug mssf,1,1
wplyw wycena zapas na skonsolidowac wynik finansowy,1,1
wplyw wycena zapas na skonsolidowac wynik finansowy,1,1
rozszerzyc skonsolidowac raport kwartalny sa qsr,1,1
projekt uchwala nwz,1,1
projekt uchwala nwz,1,1
oferta objecia 18000 akcja puma ship service,1,1
podwyzszenie kapital zakladowy transport nowa sol,0,1
liczba akcja w posiadanie the bank of new york,1,1
zwolanie nwz,0,1
podpisac list intencyjny z agrofert holding a.s.,1,1
podpisac list intencyjny z agrofert holding a.s.,1,1
zmiana w sklad zarzad,1,1
rejestracja polaczyc spolka,1,1
wykaz akcjonariusz po zwz w dzien 28 czerwiec 2002 r.,1,1
uchylic decyzja iks w rafineria trzebinia,1,1
wygasniecie mandat czlonek zarzad p. krzysztofa cetnar,1,1
tekst jednolity statut,1,1
zmiana w sklad rad nadzorczy spolka,1,1
spolka kulczyk holding posiadac 23 911 206 akcja,0,1
kluczowy dane operacyjny,0,1
liczba akcja w posiadanie the bank of new york,1,1
zmiana projekt uchwala w sprawa podzial zysk,1,1
projekt uchwala na zwza w dzien 28 czerwiec 2002 rok,1,1
upadlosc petrogaz nowa brzeznica sp. z o.o.,0,1
zwolanie zwza,0,1
zawarcie umowy jv przez z.a. anwil,1,1
rejestracja zmiana kapital w medica sp. z o.o.,0,1
umowa kredyt dla iks solino,1,1
skonsolidowac raport roczny,0,1
sprawozdanie finansowy wedlug mssf,0,1
wplyw wycena zapas metoda lifo,0,1
raport roczny sa r,1,1
sytuacja w rafineria trzebinia calkowicie opanowany,1,1
akcja gasic zbiornik w rafineria trzebina,1,1
zmiana w zarzad w polkomtel,0,1
podwyzszenie kapital zakladowy w petro oil sp. z o.o.,1,1
objecie 3.000 udzial spolka petrogaz plock sp. z o.o.,1,1
emerging markets growth fund. zmniejszyc liczba akcja,1,1
termin przekazywac raport okresowy w 2002 rok,1,1
wpis do rejestr zastaw skarbowy,0,1
podzial funkcja pomiedzy wiceprezes zarzad,0,1
